Date,SWE_inches,Site,New_SWE,Year,Month,Day,Season_Year,Month_Name,ONI_DJF,ENSO_Phase
1980-12-20,14.2,Paradise,0.1999999999999993,1980,12,20,1981,Dec,-0.25666666666666665,Neutral
1980-12-21,14.5,Paradise,0.3000000000000007,1980,12,21,1981,Dec,-0.25666666666666665,Neutral
1980-12-22,14.8,Paradise,0.3000000000000007,1980,12,22,1981,Dec,-0.25666666666666665,Neutral
1980-12-23,14.9,Paradise,0.09999999999999964,1980,12,23,1981,Dec,-0.25666666666666665,Neutral
1980-12-24,15.1,Paradise,0.1999999999999993,1980,12,24,1981,Dec,-0.25666666666666665,Neutral
1980-12-25,16.3,Paradise,1.200000000000001,1980,12,25,1981,Dec,-0.25666666666666665,Neutral
1980-12-26,15.3,Paradise,0,1980,12,26,1981,Dec,-0.25666666666666665,Neutral
1980-12-27,14.3,Paradise,0,1980,12,27,1981,Dec,-0.25666666666666665,Neutral
1980-12-28,13.7,Paradise,0,1980,12,28,1981,Dec,-0.25666666666666665,Neutral
1980-12-29,13.7,Paradise,0,1980,12,29,1981,Dec,-0.25666666666666665,Neutral
1980-12-30,13.5,Paradise,0,1980,12,30,1981,Dec,-0.25666666666666665,Neutral
1980-12-31,13.4,Paradise,0,1980,12,31,1981,Dec,-0.25666666666666665,Neutral
1981-01-01,13.3,Paradise,0,1981,1,1,1981,Jan,-0.25666666666666665,Neutral
1981-01-02,13.2,Paradise,0,1981,1,2,1981,Jan,-0.25666666666666665,Neutral
1981-01-03,13.1,Paradise,0,1981,1,3,1981,Jan,-0.25666666666666665,Neutral
1981-01-04,13.1,Paradise,0,1981,1,4,1981,Jan,-0.25666666666666665,Neutral
1981-01-05,13.1,Paradise,0,1981,1,5,1981,Jan,-0.25666666666666665,Neutral
1981-01-06,13.1,Paradise,0,1981,1,6,1981,Jan,-0.25666666666666665,Neutral
1981-01-07,13.3,Paradise,0.20000000000000107,1981,1,7,1981,Jan,-0.25666666666666665,Neutral
1981-01-08,13.3,Paradise,0,1981,1,8,1981,Jan,-0.25666666666666665,Neutral
1981-01-09,13.3,Paradise,0,1981,1,9,1981,Jan,-0.25666666666666665,Neutral
1981-01-10,13.3,Paradise,0,1981,1,10,1981,Jan,-0.25666666666666665,Neutral
1981-01-11,13.3,Paradise,0,1981,1,11,1981,Jan,-0.25666666666666665,Neutral
1981-01-12,13.3,Paradise,0,1981,1,12,1981,Jan,-0.25666666666666665,Neutral
1981-01-13,13.3,Paradise,0,1981,1,13,1981,Jan,-0.25666666666666665,Neutral
1981-01-14,12.8,Paradise,0,1981,1,14,1981,Jan,-0.25666666666666665,Neutral
1981-01-15,12.5,Paradise,0,1981,1,15,1981,Jan,-0.25666666666666665,Neutral
1981-01-16,11.5,Paradise,0,1981,1,16,1981,Jan,-0.25666666666666665,Neutral
1981-01-17,10.4,Paradise,0,1981,1,17,1981,Jan,-0.25666666666666665,Neutral
1981-01-18,10.4,Paradise,0,1981,1,18,1981,Jan,-0.25666666666666665,Neutral
1981-01-19,11.4,Paradise,1,1981,1,19,1981,Jan,-0.25666666666666665,Neutral
1981-01-20,12.4,Paradise,1,1981,1,20,1981,Jan,-0.25666666666666665,Neutral
1981-01-21,12.8,Paradise,0.40000000000000036,1981,1,21,1981,Jan,-0.25666666666666665,Neutral
1981-01-22,12.3,Paradise,0,1981,1,22,1981,Jan,-0.25666666666666665,Neutral
1981-01-23,11.9,Paradise,0,1981,1,23,1981,Jan,-0.25666666666666665,Neutral
1981-01-24,11.8,Paradise,0,1981,1,24,1981,Jan,-0.25666666666666665,Neutral
1981-01-25,11.9,Paradise,0.09999999999999964,1981,1,25,1981,Jan,-0.25666666666666665,Neutral
1981-01-26,12,Paradise,0.09999999999999964,1981,1,26,1981,Jan,-0.25666666666666665,Neutral
1981-01-27,12.7,Paradise,0.6999999999999993,1981,1,27,1981,Jan,-0.25666666666666665,Neutral
1981-01-28,13,Paradise,0.3000000000000007,1981,1,28,1981,Jan,-0.25666666666666665,Neutral
1981-01-29,13.3,Paradise,0.3000000000000007,1981,1,29,1981,Jan,-0.25666666666666665,Neutral
1981-01-30,13.5,Paradise,0.1999999999999993,1981,1,30,1981,Jan,-0.25666666666666665,Neutral
1981-01-31,13.5,Paradise,0,1981,1,31,1981,Jan,-0.25666666666666665,Neutral
1981-02-01,13.5,Paradise,0,1981,2,1,1981,Feb,-0.25666666666666665,Neutral
1981-02-02,13.7,Paradise,0.1999999999999993,1981,2,2,1981,Feb,-0.25666666666666665,Neutral
1981-02-03,13.6,Paradise,0,1981,2,3,1981,Feb,-0.25666666666666665,Neutral
1981-02-04,14.1,Paradise,0.5,1981,2,4,1981,Feb,-0.25666666666666665,Neutral
1981-02-05,14.4,Paradise,0.3000000000000007,1981,2,5,1981,Feb,-0.25666666666666665,Neutral
1981-02-06,14.7,Paradise,0.29999999999999893,1981,2,6,1981,Feb,-0.25666666666666665,Neutral
1981-02-07,14.7,Paradise,0,1981,2,7,1981,Feb,-0.25666666666666665,Neutral
1981-02-08,14.7,Paradise,0,1981,2,8,1981,Feb,-0.25666666666666665,Neutral
1981-02-09,14.7,Paradise,0,1981,2,9,1981,Feb,-0.25666666666666665,Neutral
1981-02-10,15,Paradise,0.3000000000000007,1981,2,10,1981,Feb,-0.25666666666666665,Neutral
1981-02-11,15.4,Paradise,0.40000000000000036,1981,2,11,1981,Feb,-0.25666666666666665,Neutral
1981-02-12,17.4,Paradise,1.9999999999999982,1981,2,12,1981,Feb,-0.25666666666666665,Neutral
1981-02-13,18,Paradise,0.6000000000000014,1981,2,13,1981,Feb,-0.25666666666666665,Neutral
1981-02-14,18.6,Paradise,0.6000000000000014,1981,2,14,1981,Feb,-0.25666666666666665,Neutral
1981-02-15,19.2,Paradise,0.5999999999999979,1981,2,15,1981,Feb,-0.25666666666666665,Neutral
1981-02-16,20.8,Paradise,1.6000000000000014,1981,2,16,1981,Feb,-0.25666666666666665,Neutral
1981-02-17,21.4,Paradise,0.5999999999999979,1981,2,17,1981,Feb,-0.25666666666666665,Neutral
1981-02-18,22,Paradise,0.6000000000000014,1981,2,18,1981,Feb,-0.25666666666666665,Neutral
1981-02-19,23.1,Paradise,1.1000000000000014,1981,2,19,1981,Feb,-0.25666666666666665,Neutral
1981-02-20,23.9,Paradise,0.7999999999999972,1981,2,20,1981,Feb,-0.25666666666666665,Neutral
1981-02-21,24.6,Paradise,0.7000000000000028,1981,2,21,1981,Feb,-0.25666666666666665,Neutral
1981-02-22,24.6,Paradise,0,1981,2,22,1981,Feb,-0.25666666666666665,Neutral
1981-02-23,24.6,Paradise,0,1981,2,23,1981,Feb,-0.25666666666666665,Neutral
1981-02-24,25.3,Paradise,0.6999999999999993,1981,2,24,1981,Feb,-0.25666666666666665,Neutral
1981-02-25,26,Paradise,0.6999999999999993,1981,2,25,1981,Feb,-0.25666666666666665,Neutral
1981-02-26,26.4,Paradise,0.3999999999999986,1981,2,26,1981,Feb,-0.25666666666666665,Neutral
1981-02-27,26.4,Paradise,0,1981,2,27,1981,Feb,-0.25666666666666665,Neutral
1981-02-28,26.4,Paradise,0,1981,2,28,1981,Feb,-0.25666666666666665,Neutral
1981-03-01,26.4,Paradise,0,1981,3,1,1981,Mar,-0.25666666666666665,Neutral
1981-03-02,26.4,Paradise,0,1981,3,2,1981,Mar,-0.25666666666666665,Neutral
1981-03-03,26.5,Paradise,0.10000000000000142,1981,3,3,1981,Mar,-0.25666666666666665,Neutral
1981-03-04,27,Paradise,0.5,1981,3,4,1981,Mar,-0.25666666666666665,Neutral
1981-03-05,27.2,Paradise,0.1999999999999993,1981,3,5,1981,Mar,-0.25666666666666665,Neutral
1981-03-06,27.2,Paradise,0,1981,3,6,1981,Mar,-0.25666666666666665,Neutral
1981-03-07,27.2,Paradise,0,1981,3,7,1981,Mar,-0.25666666666666665,Neutral
1981-03-08,27.2,Paradise,0,1981,3,8,1981,Mar,-0.25666666666666665,Neutral
1981-03-09,27.2,Paradise,0,1981,3,9,1981,Mar,-0.25666666666666665,Neutral
1981-03-10,27.2,Paradise,0,1981,3,10,1981,Mar,-0.25666666666666665,Neutral
1981-03-11,27.2,Paradise,0,1981,3,11,1981,Mar,-0.25666666666666665,Neutral
1981-03-12,27.2,Paradise,0,1981,3,12,1981,Mar,-0.25666666666666665,Neutral
1981-03-13,27.2,Paradise,0,1981,3,13,1981,Mar,-0.25666666666666665,Neutral
1981-03-14,27.2,Paradise,0,1981,3,14,1981,Mar,-0.25666666666666665,Neutral
1981-03-15,27.3,Paradise,0.10000000000000142,1981,3,15,1981,Mar,-0.25666666666666665,Neutral
1981-03-16,28,Paradise,0.6999999999999993,1981,3,16,1981,Mar,-0.25666666666666665,Neutral
1981-03-17,28.6,Paradise,0.6000000000000014,1981,3,17,1981,Mar,-0.25666666666666665,Neutral
1981-03-18,28.6,Paradise,0,1981,3,18,1981,Mar,-0.25666666666666665,Neutral
1981-03-19,28.6,Paradise,0,1981,3,19,1981,Mar,-0.25666666666666665,Neutral
1981-03-20,28.6,Paradise,0,1981,3,20,1981,Mar,-0.25666666666666665,Neutral
1981-03-21,28.6,Paradise,0,1981,3,21,1981,Mar,-0.25666666666666665,Neutral
1981-03-22,28.8,Paradise,0.1999999999999993,1981,3,22,1981,Mar,-0.25666666666666665,Neutral
1981-03-23,28.9,Paradise,0.09999999999999787,1981,3,23,1981,Mar,-0.25666666666666665,Neutral
1981-03-24,29.1,Paradise,0.20000000000000284,1981,3,24,1981,Mar,-0.25666666666666665,Neutral
1981-03-25,29.4,Paradise,0.29999999999999716,1981,3,25,1981,Mar,-0.25666666666666665,Neutral
1981-03-26,29.6,Paradise,0.20000000000000284,1981,3,26,1981,Mar,-0.25666666666666665,Neutral
1981-03-27,29.8,Paradise,0.1999999999999993,1981,3,27,1981,Mar,-0.25666666666666665,Neutral
1981-03-28,29.8,Paradise,0,1981,3,28,1981,Mar,-0.25666666666666665,Neutral
1981-03-29,30,Paradise,0.1999999999999993,1981,3,29,1981,Mar,-0.25666666666666665,Neutral
1981-03-30,31.5,Paradise,1.5,1981,3,30,1981,Mar,-0.25666666666666665,Neutral
1981-03-31,32.8,Paradise,1.2999999999999972,1981,3,31,1981,Mar,-0.25666666666666665,Neutral
1981-04-01,33.3,Paradise,0.5,1981,4,1,1981,Apr,-0.25666666666666665,Neutral
1981-04-02,33.4,Paradise,0.10000000000000142,1981,4,2,1981,Apr,-0.25666666666666665,Neutral
1981-04-03,34.5,Paradise,1.1000000000000014,1981,4,3,1981,Apr,-0.25666666666666665,Neutral
1981-04-04,34.7,Paradise,0.20000000000000284,1981,4,4,1981,Apr,-0.25666666666666665,Neutral
1981-04-05,35.2,Paradise,0.5,1981,4,5,1981,Apr,-0.25666666666666665,Neutral
1981-04-06,35.8,Paradise,0.5999999999999943,1981,4,6,1981,Apr,-0.25666666666666665,Neutral
1981-04-07,36.2,Paradise,0.4000000000000057,1981,4,7,1981,Apr,-0.25666666666666665,Neutral
1981-04-08,37.4,Paradise,1.1999999999999957,1981,4,8,1981,Apr,-0.25666666666666665,Neutral
1981-04-09,38.7,Paradise,1.3000000000000043,1981,4,9,1981,Apr,-0.25666666666666665,Neutral
1981-04-10,39.4,Paradise,0.6999999999999957,1981,4,10,1981,Apr,-0.25666666666666665,Neutral
1981-04-11,40.4,Paradise,1,1981,4,11,1981,Apr,-0.25666666666666665,Neutral
1981-04-12,41.4,Paradise,1,1981,4,12,1981,Apr,-0.25666666666666665,Neutral
1981-04-13,41.8,Paradise,0.3999999999999986,1981,4,13,1981,Apr,-0.25666666666666665,Neutral
1981-04-14,41.8,Paradise,0,1981,4,14,1981,Apr,-0.25666666666666665,Neutral
1981-04-15,41.8,Paradise,0,1981,4,15,1981,Apr,-0.25666666666666665,Neutral
1981-04-16,41.9,Paradise,0.10000000000000142,1981,4,16,1981,Apr,-0.25666666666666665,Neutral
1981-04-17,42,Paradise,0.10000000000000142,1981,4,17,1981,Apr,-0.25666666666666665,Neutral
1981-04-18,42,Paradise,0,1981,4,18,1981,Apr,-0.25666666666666665,Neutral
1981-04-19,42,Paradise,0,1981,4,19,1981,Apr,-0.25666666666666665,Neutral
1981-04-20,42,Paradise,0,1981,4,20,1981,Apr,-0.25666666666666665,Neutral
1981-04-21,42.5,Paradise,0.5,1981,4,21,1981,Apr,-0.25666666666666665,Neutral
1981-04-22,43,Paradise,0.5,1981,4,22,1981,Apr,-0.25666666666666665,Neutral
1981-04-23,41.7,Paradise,0,1981,4,23,1981,Apr,-0.25666666666666665,Neutral
1981-04-24,41,Paradise,0,1981,4,24,1981,Apr,-0.25666666666666665,Neutral
1981-04-25,41,Paradise,0,1981,4,25,1981,Apr,-0.25666666666666665,Neutral
1981-04-26,40.7,Paradise,0,1981,4,26,1981,Apr,-0.25666666666666665,Neutral
1981-04-27,40.6,Paradise,0,1981,4,27,1981,Apr,-0.25666666666666665,Neutral
1981-04-28,40,Paradise,0,1981,4,28,1981,Apr,-0.25666666666666665,Neutral
1981-04-29,38.9,Paradise,0,1981,4,29,1981,Apr,-0.25666666666666665,Neutral
1981-04-30,38.9,Paradise,0,1981,4,30,1981,Apr,-0.25666666666666665,Neutral
1983-11-01,0,Paradise,0,1983,11,1,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-02,0,Paradise,0,1983,11,2,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-03,0,Paradise,0,1983,11,3,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-04,0,Paradise,0,1983,11,4,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-05,1.1,Paradise,1.1,1983,11,5,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-06,1.6,Paradise,0.5,1983,11,6,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-07,3.6,Paradise,2,1983,11,7,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-08,4.4,Paradise,0.8000000000000003,1983,11,8,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-09,4.6,Paradise,0.1999999999999993,1983,11,9,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-10,5,Paradise,0.40000000000000036,1983,11,10,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-11,5.1,Paradise,0.09999999999999964,1983,11,11,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-12,5.2,Paradise,0.10000000000000053,1983,11,12,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-13,6,Paradise,0.7999999999999998,1983,11,13,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-14,8.6,Paradise,2.5999999999999996,1983,11,14,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-15,9.3,Paradise,0.7000000000000011,1983,11,15,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-16,10.1,Paradise,0.7999999999999989,1983,11,16,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-17,11.7,Paradise,1.5999999999999996,1983,11,17,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-18,14.4,Paradise,2.700000000000001,1983,11,18,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-19,15,Paradise,0.5999999999999996,1983,11,19,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-20,17.1,Paradise,2.1000000000000014,1983,11,20,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-21,17.6,Paradise,0.5,1983,11,21,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-22,17.6,Paradise,0,1983,11,22,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-23,17.6,Paradise,0,1983,11,23,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-24,19.8,Paradise,2.1999999999999993,1983,11,24,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-25,21.7,Paradise,1.8999999999999986,1983,11,25,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-26,21.8,Paradise,0.10000000000000142,1983,11,26,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-27,22.7,Paradise,0.8999999999999986,1983,11,27,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-28,23.1,Paradise,0.40000000000000213,1983,11,28,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-29,23.5,Paradise,0.3999999999999986,1983,11,29,1984,Nov,-0.6433333333333333,Weak La Niña
1983-11-30,23.5,Paradise,0,1983,11,30,1984,Nov,-0.6433333333333333,Weak La Niña
1983-12-01,23.5,Paradise,0,1983,12,1,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-02,23.6,Paradise,0.10000000000000142,1983,12,2,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-03,24.2,Paradise,0.5999999999999979,1983,12,3,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-04,24.2,Paradise,0,1983,12,4,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-05,24.8,Paradise,0.6000000000000014,1983,12,5,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-06,25.2,Paradise,0.3999999999999986,1983,12,6,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-07,25.3,Paradise,0.10000000000000142,1983,12,7,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-08,26.4,Paradise,1.0999999999999979,1983,12,8,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-09,27,Paradise,0.6000000000000014,1983,12,9,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-10,29.1,Paradise,2.1000000000000014,1983,12,10,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-11,29.8,Paradise,0.6999999999999993,1983,12,11,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-12,30,Paradise,0.1999999999999993,1983,12,12,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-13,31.6,Paradise,1.6000000000000014,1983,12,13,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-14,32.5,Paradise,0.8999999999999986,1983,12,14,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-15,32.9,Paradise,0.3999999999999986,1983,12,15,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-16,32.9,Paradise,0,1983,12,16,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-17,32.9,Paradise,0,1983,12,17,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-18,33.8,Paradise,0.8999999999999986,1983,12,18,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-19,34,Paradise,0.20000000000000284,1983,12,19,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-20,35,Paradise,1,1983,12,20,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-21,35,Paradise,0,1983,12,21,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-22,35,Paradise,0,1983,12,22,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-23,35,Paradise,0,1983,12,23,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-24,35,Paradise,0,1983,12,24,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-25,35.3,Paradise,0.29999999999999716,1983,12,25,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-26,35.6,Paradise,0.30000000000000426,1983,12,26,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-27,35.7,Paradise,0.10000000000000142,1983,12,27,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-28,35.7,Paradise,0,1983,12,28,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-29,36.1,Paradise,0.3999999999999986,1983,12,29,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-30,37.1,Paradise,1,1983,12,30,1984,Dec,-0.6433333333333333,Weak La Niña
1983-12-31,37.5,Paradise,0.3999999999999986,1983,12,31,1984,Dec,-0.6433333333333333,Weak La Niña
1984-01-01,37.5,Paradise,0,1984,1,1,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-02,37.8,Paradise,0.29999999999999716,1984,1,2,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-03,39.3,Paradise,1.5,1984,1,3,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-04,40,Paradise,0.7000000000000028,1984,1,4,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-05,40.1,Paradise,0.10000000000000142,1984,1,5,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-06,40.1,Paradise,0,1984,1,6,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-07,40.1,Paradise,0,1984,1,7,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-08,40.2,Paradise,0.10000000000000142,1984,1,8,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-09,40.2,Paradise,0,1984,1,9,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-10,40.3,Paradise,0.09999999999999432,1984,1,10,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-11,41,Paradise,0.7000000000000028,1984,1,11,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-12,41.1,Paradise,0.10000000000000142,1984,1,12,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-13,41.1,Paradise,0,1984,1,13,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-14,41.1,Paradise,0,1984,1,14,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-15,41.1,Paradise,0,1984,1,15,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-16,41.1,Paradise,0,1984,1,16,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-17,41.1,Paradise,0,1984,1,17,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-18,41.1,Paradise,0,1984,1,18,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-19,41.1,Paradise,0,1984,1,19,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-20,41.1,Paradise,0,1984,1,20,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-21,41.5,Paradise,0.3999999999999986,1984,1,21,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-22,42.2,Paradise,0.7000000000000028,1984,1,22,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-23,42.8,Paradise,0.5999999999999943,1984,1,23,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-24,45.6,Paradise,2.8000000000000043,1984,1,24,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-25,47.1,Paradise,1.5,1984,1,25,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-26,47.8,Paradise,0.6999999999999957,1984,1,26,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-27,47.9,Paradise,0.10000000000000142,1984,1,27,1984,Jan,-0.6433333333333333,Weak La Niña
1984-01-28,47.9,Paradise,0,1984,1,28,1984,Jan,-0.6433333333333333,Weak La Niña
